,Project,project name,source,gis,latitude,longitude,Lat Long Values,new price,old price,type,pincode,address,size,BHK,city,RERA Approved
2313339,"Gowri Shankar Apartment, Kakatiya Nagar",Gowri Shankar Apartment,"3rd party, Property Science",,17.474351,78.541266,,2973,,Stand Alone / Apartment,500056,"HS Darga Rd, Timber Lake Colony, Prashant Hills, Gachibowli, Rai Durg",,,Hyderabad,no
2313340,"Green Living, Manikonda",Green Living,"3rd party, Property Science",,17.3935,78.4,,10451,,Stand Alone / Apartment,500089,Manikonda,1091,,,no
2313341,"GRT Apartments, Neknampur",GRT Apartments,"3rd party, Property Science",,17.390737,78.377582,,8615,,Stand Alone / Apartment,500089,Neknampur,1380,,,no
2313342,"GRT Apartments, Neknampur",GRT Apartments,"3rd party, Property Science",,17.390737,78.377582,,8637,,Stand Alone / Apartment,500089,Neknampur,2100,,,no
2313343,"GRT Apartments, Neknampur",GRT Apartments,"3rd party, Property Science",,17.3907,78.37756,,8617,,Gated community / Apartment,500089,Neknampur,1950,,,no
2313344,"hallmark elitia, neknampur",hallmark elitia,"3rd party, Property Science",,17.390202,78.372484,,10720,,Stand Alone / Apartment,500075,neknampur,2223,,,no
2313345,"Hallmark Gardenia, HUDA",Hallmark Gardenia,"3rd party, Property Science",,17.390834,78.373086,,10308,,Stand Alone / Apartment,500089,HUDA,1446,,,no
2313346,"Hallmark Gardenia, HUDA",Hallmark Gardenia,"3rd party, Property Science",,17.390834,78.373086,,11031,,Stand Alone / Apartment,500089,HUDA,1390,,,no
2313347,"Hallmark Ruby, Alkapur Township",Hallmark Ruby,"3rd party, Property Science",,17.387992,78.366851,,4480,,Stand Alone / Apartment,500075,Alkapur Township,1196,,,no
2313348,"JB Residency, Manikonda",JB Residency,"3rd party, Property Science",,17.3935,78.4,,3127,,Stand Alone / Apartment,500089,,2546,,Hyderabad,no
2313349,"Jewel Crown Apartments, Shirdi Sai Nagar",Jewel Crown Apartments,"3rd party, Property Science",,17.404252,78.383119,,6147,,Gated community / Apartment,500089,Shirdi Sai Nagar,1335.75,,,no
2313350,"JS Orchid, Secretariat Employees Colony",JS Orchid,"3rd party, Property Science",,17.385,78.4867,,4623,,Stand Alone / Apartment,500004,Secretariat Employees Colony,715,,,no
2401799,"Maruti Anguluri Heights, Adarsh Nagar",Maruti Anguluri Heights,"3rd party, Property Science",,17.41390014,78.45138613,,3921,,Stand Alone / Apartment,500034,,,,,no
2662834,"Maruti Anguluri Heights, Adarsh Nagar",Maruti Anguluri Heights,"3rd party, Property Science",,17.41390014,78.45138613,,3921,,Stand Alone / Apartment,500034,,,,,no
2637168,"Maruti Jalagam Residency, Punjagutta",Maruti Jalagam Residency,"3rd party, Property Science",,17.42425577,78.45032173,,9182,,Stand Alone / Apartment,500082,Punjagutta,871,,,no
2375103,"Paramount Hills, Tolichowki",Paramount Hills,"3rd party, Property Science",,17.39930694,78.4135611,,5326,,Stand Alone / Apartment,500008,Tolichowki,362.7,,,no
2375104,"Paramount Hills, Tolichowki",Paramount Hills,"3rd party, Property Science",,17.40560805,78.41451472,,6088,,Stand Alone / Apartment,500008,Tolichowki,2233,,,no
2375105,"paramount surya nagar colony, Tolichowki",paramount surya nagar colony,"3rd party, Property Science",,17.40577795,78.41165063,,6888,,Stand Alone / Apartment,500008,Tolichowki,718.25,,,no
2362192,"Parimala Apartments, Snehapuri Colony, nagole",Parimala Apartments,"3rd party, Property Science",,17.37351799,78.56692153,,6417,,Stand Alone / Apartment,500068,"Snehapuri Colony, nagole",715,,,no
2399080,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,11383,,Gated community,500032,P Janardhan Reddy Nagar,1313.65,,,no
2399081,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,13846,,Gated community,500032,P Janardhan Reddy Nagar,1200,,,no
2399082,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,11385,,Gated community,500032,P Janardhan Reddy Nagar,896,,,no
2399083,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,12880,,Gated community,500032,,825.5,,,no
2399084,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,13985,,Gated community,500032,P Janardhan Reddy Nagar,1053,,,no
2399085,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,9575,,Gated community,500032,P Janardhan Reddy Nagar,1228.5,,,no
2399937,"ramky towers, Gachibowli",ramky towers,"3rd party, Property Science",,17.44462851,78.36571991,,12294,,Gated community,500032,Gachibowli,608,,,no
2362201,"Spectra Metro Heights, Nagole",Spectra Metro Heights,"3rd party, Property Science",,17.37351799,78.56692153,,5809,,Stand Alone / Apartment,500068,Nagole,1267.5,,,no
2362202,"Spectra Metro Heights, Nagole",Spectra Metro Heights,"3rd party, Property Science",,17.37351799,78.56692153,,9326,,Stand Alone / Apartment,500068,Nagole,1994,,,no
2326073,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52798194,78.43072616,,7962,,Gated community / Apartment,500055,Mettakanigudem,806.65,,,no
2326074,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52949545,78.42904838,,7472,,Gated community / Apartment,500055,Mettakanigudem,1560,,,no
2326075,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52953155,78.42903437,,6366,,Gated community / Apartment,500055,Mettakanigudem,913.25,,,no
2326110,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52798194,78.43072616,,7962,,Gated community / Apartment,500055,Mettakanigudem,786.5,,,no
2326110,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52798194,78.43072616,,7962,,Gated community / Apartment,500055,Mettakanigudem,780,,,no
2326111,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52798194,78.43072616,,7472,,Gated community / Apartment,500055,Mettakanigudem,1690,,,no
2313373,"Anuhar sunnyside, Narsingi",Anuhar sunnyside,"3rd party, Property Science",,17.3945225,78.36698907,,4900,,Stand Alone / Apartment,500075,Narsingi,627.25,,,no
2326111,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52798194,78.43072616,,7472,,Gated community / Apartment,500055,,1801.8,,,no
2228025,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6100,,Gated community,500074,LB Nagar,993,,,yes
2228026,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12528,,Gated community,500074,LB Nagar,1625,,,yes
2228026,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12528,,Gated community,500074,LB Nagar,819,,,yes
2228027,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12542,,Gated community,500074,LB Nagar,859,,,yes
2326112,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52798194,78.43072616,,6366,,Gated community / Apartment,500055,Mettakanigudem,871,,,no
2315066,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",1748.5,,,no
2315067,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",1738.1,,,no
2315068,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",1757,,,no
2326112,"Splendour Apartments, Mettakanigudem",Splendour Apartments,"3rd party, Property Science",,17.52798194,78.43072616,,6366,,Gated community / Apartment,500055,Mettakanigudem,871,,,no
2315070,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",913.25,,,yes
2453479,"Sree Prabhupada Township, Masjid Banda",Sree Prabhupada Township,"3rd party, Property Science",,17.46516652,78.34614663,,7615,,Stand Alone / Apartment,500084,Masjid Banda,1211,,,no
2315072,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",2075,,,no
2315073,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",471.25,,,yes
2228027,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12542,,Gated community,500074,LB Nagar,1440,,,yes
2228190,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6719,,Gated community,500074,LB Nagar,1279,,,yes
2315076,"Jubilee Lakshmi Nivas, Saroor Nagar, Hyderabad",Jubilee Lakshmi Nivas,"3rd party, Property Science",,17.36506651,78.54678579,,10000,,Stand Alone / Apartment,500035,"Saroor Nagar, Hyderabad",910,,,no
2453480,"Sree Prabhupada Township, Masjid Banda",Sree Prabhupada Township,"3rd party, Property Science",,17.46516652,78.34614663,,6411,,Stand Alone / Apartment,500084,,715,,,no
2315078,", Chanakyapuri",,"3rd party, Property Science",,17.35973926,78.56221873,,10549,,Unknown,,Chanakyapuri,906,,,no
2315079,"Aditya Empress Heights, Vivekanand Nagar",Aditya Empress Heights,"3rd party, Property Science",,17.3458408,78.5701808,,10769,,Gated community,500008,Vivekanand Nagar,3289,,,no
2315080,"ARC Sai Brindavanam Apartments, Chintalkunta, Road No 11, Shakthi Nagar",ARC Sai Brindavanam Apartments,"3rd party, Property Science",,17.336338,78.55353,,5769,,Stand Alone / Apartment,500074,"Chintalkunta, Road No 11, Shakthi Nagar",1335.75,,,no
2315081,"balaji residency 2, Mansoorabad",balaji residency 2,"3rd party, Property Science",,17.356162,78.557926,,9523,,Stand Alone / Apartment,500068,Mansoorabad,2816.45,,,no
2315082,"Chintalkunta, Chintalkunta",Chintalkunta,"3rd party, Property Science",,17.33786827,78.55876963,,9231,,Unknown,500070,Chintalkunta,1290.25,,,no
2315083,"Classic, Chintalkunta",Classic,"3rd party, Property Science",,17.33786827,78.55876963,,7957,,Unknown,500070,Chintalkunta,949,,,no
2315084,"Dhanasree Homes, Vivekanand Nagar",Dhanasree Homes,"3rd party, Property Science",,17.49735812,78.41245586,,5500,,Stand Alone / Apartment,500072,Vivekanand Nagar,1196,,,no
2315085,"Divya Apartment, Vivekanand Colony",Divya Apartment,"3rd party, Property Science",,17.3458408,78.5701808,,12820,,Unknown,,Vivekanand Colony,2800,,,no
2315086,"janapriya homes, Chintalkunta",janapriya homes,"3rd party, Property Science",,17.337943,78.562978,,6574,,Gated community,500070,Chintalkunta,1322.75,,,no
2315087,"JK Imperial Residency, Mansoorabad",JK Imperial Residency,"3rd party, Property Science",,17.35014332,78.56457231,,7692,,Stand Alone / Apartment,500070,Mansoorabad,1371,,,no
2315088,"Laukik Ishan, Chintalkunta",Laukik Ishan,"3rd party, Property Science",,17.33786827,78.55876963,,7957,,Unknown,500070,Chintalkunta,942.5,,,no
2327089,"Maruti Sadan Apartment, Somajiguda",Maruti Sadan Apartment,"3rd party, Property Science",,17.42364136,78.45842319,,5200,,Stand Alone / Apartment,500082,Somajiguda,2197,,,no
2398552,"Maruti Sadan Apartment, Somajiguda",Maruti Sadan Apartment,"3rd party, Property Science",,17.42364136,78.45842319,,5200,,Stand Alone / Apartment,500082,Somajiguda,2223,,,no
2398555,"Nivee Cosmopolitan, Somajiguda",Nivee Cosmopolitan,"3rd party, Property Science",,17.42364136,78.45842319,,10255,,Stand Alone / Apartment,500082,Somajiguda,942.5,,,no
2315092,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,5714,,Unknown,,Mansoorabad,1025,,,no
2315093,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,9971,,Unknown,,Mansoorabad,1450,,,no
2399938,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,15665,,Gated community,500032,P Janardhan Reddy Nagar,1150.5,,,no
2210527,"Sreeniketan, Ameerpet",Sreeniketan,"3rd party, Property Science",,17.43778615,78.44759371,,9402,,Unknown,500082,Ameerpet,1794,,,no
2221700,"Sreeniketan, Ameerpet",Sreeniketan,"3rd party, Property Science",,17.43778615,78.44759371,,9402,,Unknown,500082,Ameerpet,2713,,,no
2382551,"Sreeniketan, Ameerpet",Sreeniketan,"3rd party, Property Science",,17.43778615,78.44759371,,9402,,Unknown,500082,Ameerpet,1773.85,,,no
2327107,"Sri Aditya Landmark, Somajiguda",Sri Aditya Landmark,"3rd party, Property Science",,17.425954,78.461698,,15975,,Gated community / Apartment,500082,Somajiguda,936,,,no
2398570,"Sri Aditya Landmark, Somajiguda",Sri Aditya Landmark,"3rd party, Property Science",,17.42364136,78.45842319,,15975,,Stand Alone / Apartment,500082,Somajiguda,936,,,no
2401818,"Sri Aditya Landmark, Somajiguda",Sri Aditya Landmark,"3rd party, Property Science",,17.42364136,78.45842319,,15975,,Stand Alone / Apartment,500082,Somajiguda,910.65,,,no
2309961,"Sri Ayyappa, khairatabad",Sri Ayyappa,"3rd party, Property Science",,17.41318753,78.46507218,,6897,,Stand Alone,500004,khairatabad,1583,,,no
2228190,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6719,,Gated community,500074,LB Nagar,1326,,,yes
2228191,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6100,,Gated community,500074,LB Nagar,1500,,,yes
2228191,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6100,,Gated community,500074,LB Nagar,993,,,yes
2228192,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12528,,Gated community,500074,LB Nagar,967,,,yes
2228192,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12528,,Gated community,500074,LB Nagar,666.25,,,yes
2228193,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12542,,Gated community,500074,LB Nagar,787,,,yes
2326046,"Aakruthi Arcadia, Quthbullapur, Hyderabad",Aakruthi Arcadia,"3rd party, Property Science",,17.52907,78.42957,,7857,,Gated community,500055,"Quthbullapur, Hyderabad",1700,,,yes
2326047,"Aakruthi Arcadia, Quthbullapur, Hyderabad",Aakruthi Arcadia,"3rd party, Property Science",,17.52907,78.42957,,7570,,Gated community,500055,"Quthbullapur, Hyderabad",705.25,,,yes
2228193,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12542,,Gated community,500074,LB Nagar,1108.25,,,yes
2326049,"Aakruthi Arcadia, Quthbullapur, Hyderabad",Aakruthi Arcadia,"3rd party, Property Science",,17.52907,78.42957,,7570,,Gated community,500055,"Quthbullapur, Hyderabad",747.5,,,yes
2248166,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6719,,Gated community,500074,LB Nagar,1018,,,yes
2326051,"Aakruthi Arcadia, Quthbullapur, Hyderabad",Aakruthi Arcadia,"3rd party, Property Science",,17.52907,78.42957,,7570,,Gated community,500055,"Quthbullapur, Hyderabad",725,,,yes
2326052,"Aakruthi Arcadia, Quthbullapur, Hyderabad",Aakruthi Arcadia,"3rd party, Property Science",,17.52907,78.42957,,7857,,Gated community,500055,"Quthbullapur, Hyderabad",1690,,,yes
2326053,"Aakruthi Arcadia, Quthbullapur, Hyderabad",Aakruthi Arcadia,"3rd party, Property Science",,17.52907,78.42957,,7570,,Gated community,500055,"Quthbullapur, Hyderabad",750,,,yes
2326054,"Aakruthi Arcadia, Quthbullapur, Hyderabad",Aakruthi Arcadia,"3rd party, Property Science",,17.52907,78.42957,,7570,,Gated community,500055,,715,,,yes
2326055,"Aakruthi Arcadia, Quthbullapur, Hyderabad",Aakruthi Arcadia,"3rd party, Property Science",,17.52907,78.42957,,7570,,Gated community,500055,"Quthbullapur, Hyderabad",705.25,,,yes
2248166,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6719,,Gated community,500074,LB Nagar,1366,,,yes
2326057,"Aakruthi Arcadia, Quthbullapur, Hyderabad",Aakruthi Arcadia,"3rd party, Property Science",,17.52907,78.42957,,7857,,Gated community,500055,"Quthbullapur, Hyderabad",1138,,,yes
2326058,", Kailash Hills",,"3rd party, Property Science",,17.51731649,78.41594631,,7645,,Unknown,,Kailash Hills,1023,,,no
2326059,", Kailash Hills",,"3rd party, Property Science",,17.51731649,78.41594631,,8348,,Unknown,,Kailash Hills,666.25,,,no
2326060,"Avantika Bharani, Gajulramaram",Avantika Bharani,"3rd party, Property Science",,17.51551717,78.41756932,,6615,,Stand Alone,500055,Gajulramaram,1197,,,no
2326061,"BHAGAWAN PRIDE, Kailash Hills",BHAGAWAN PRIDE,"3rd party, Property Science",,17.5190619,78.41771281,,4800,,Stand Alone / Apartment,500018,Kailash Hills,997.75,,,no
2326062,"Kailash Hills, Mahadevpur Colony",Kailash Hills,"3rd party, Property Science",,17.51625148,78.41827028,,4600,,Stand Alone / Apartment,500055,Mahadevpur Colony,812.5,,,no
2326063,"Lotus Edifices, Sri Balaji Layout",Lotus Edifices,"3rd party, Property Science",,17.52768911,78.42288649,,6592,,Stand Alone / Apartment,500055,Sri Balaji Layout,1537.25,,,no
2401800,"Maruti Sadan Apartment, Somajiguda",Maruti Sadan Apartment,"3rd party, Property Science",,17.42364136,78.45842319,,5200,,Stand Alone / Apartment,500082,Somajiguda,3289,,,no
2637169,"Maruti Sadan Apartment, Somajiguda",Maruti Sadan Apartment,"3rd party, Property Science",,17.42364136,78.45842319,,5200,,Stand Alone / Apartment,500082,Somajiguda,3900,,,no
